job_id,instance_id,submit_time_ms,mesos_start_time_ms,start_time_ms,end_time_ms,hostname,slave_id,status,reason,user,mem,cpus,job_name,requested_run_time,requested_status
591c9805-5021-488d-9c3d-5b867491f4e2,bbad9961-6af3-48e8-9dd0-f304d7e567df,1495145133739,1495147833735,1495147833735,1495149153733,3,a45be252-35f7-434a-8ec3-1e85265213ac,:instance.status/success,,c,2895.0,1.0,dummy_job,1294044,finished
591c9805-d5ce-4132-ad60-1d03b0acec9b,9f37e715-c0d6-45b0-bfca-b2025b12d17d,1495145133735,1495147953735,1495147953735,1495149183733,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/success,,d,2402.0,2.0,dummy_job,1216866,finished
591c9805-eb73-401b-9059-fcb2079f34a7,e31eaff5-f09a-4abe-a626-f4172546b496,1495145133740,1495147953735,1495147953735,1495148703733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,c,2666.0,1.0,dummy_job,737726,finished
591c9805-3e59-4bff-bc3b-be7f68b7bc3a,8ad15ddb-acdb-4593-8f92-43aac5b6e64f,1495145193733,1495147983735,1495147983735,1495149213733,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/success,,c,2084.0,1.0,dummy_job,1205637,finished
591c9805-3ec7-4d22-bad1-935459bd2407,d2571997-23f7-443a-9f7e-0b9e42f1529e,1495145253733,1495148103735,1495148103735,1495149153733,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/success,,d,2009.0,3.0,dummy_job,1021028,finished
591c9805-9c85-4ba6-870a-94b8cf8be5e6,713ca928-5c22-4a47-94bb-aa5ba61e9777,1495145193736,1495148103735,1495148103735,1495149273733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,c,2107.0,1.0,dummy_job,1151987,finished
591c9805-41c9-4396-92ca-44035ecf8e20,bffb5625-5d76-4faf-9cde-29de808db655,1495145193740,1495148313735,1495148313735,1495149723733,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/success,,a,2602.0,1.0,dummy_job,1381844,finished
591c97d8-1a66-49ec-abd6-cf1165b28799,b75dbf02-c57c-4caa-a634-e5bcdd4b7be3,1495144863732,1495144863736,1495144863736,1495146033733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,a,2817.0,2.0,dummy_job,1157730,finished
591c9805-58d8-4b7f-ab90-e34b29f1fa53,24688b2c-5868-432b-9e46-180df56eef3e,1495145193735,1495148313735,1495148313735,1495149723733,3,a45be252-35f7-434a-8ec3-1e85265213ac,:instance.status/success,,a,2733.0,1.0,dummy_job,1393362,finished
591c9805-365f-4282-80d4-ba8a9286ccf3,e5691b2c-a9ad-4591-a45c-e207beaacccd,1495145253735,1495148433735,1495148433735,1495150233733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,a,2232.0,2.0,dummy_job,1799200,finished
591c9805-41b3-4abe-90d2-49cd0f3afe9e,579957b8-b9fa-45a1-affd-070b0250745e,1495145193741,1495148493735,1495148493735,1495149663733,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/success,,c,2252.0,2.0,dummy_job,1146075,finished
591c9805-5934-4d7b-9512-f3c95c2c7239,361d5edd-f953-4904-aeee-36e437438fec,1495145373732,1495148493735,1495148493735,1495150113733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,d,2342.0,2.0,dummy_job,1603326,finished
591c9805-64a7-420c-b4e1-a5b4f69fa1fe,b49eae09-134e-4e55-8288-2ac5d537bc63,1495145253743,1495148523735,1495148523735,1495149333733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,d,2657.0,1.0,dummy_job,785293,finished
591c9805-b13c-4a4d-aa5d-7de1f60462bd,a1a5263d-1024-4c87-8a6c-83c68edbf1ef,1495145133732,1495148613735,1495148613735,1495149933733,0,a05a4ac2-7eb2-40a1-8259-111b961874c1,:instance.status/success,,b,2951.0,1.0,dummy_job,1301963,finished
591c9805-207e-404e-993d-1bcd661c6b67,d3668af1-464d-4c85-aff3-a541a4d03b8e,1495145193737,1495148673735,1495148673735,1495149453733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,b,2841.0,3.0,dummy_job,776470,finished
591c9805-0826-47ad-a3db-ce5b4e38bbf9,46e6c046-3f65-484f-9a0d-416f72c22d5c,1495145193734,1495148703735,1495148703735,1495150263733,4,67194c23-61d6-4901-87a8-38d84af57f95,:instance.status/success,,c,2643.0,2.0,dummy_job,1530272,finished
591c9805-edf6-4e10-a9d8-4fd6cb701c68,5e0be0bf-d646-4129-b46f-37b80aab7843,1495145193742,1495148733735,1495148733735,1495150263733,1,eba83456-8596-44c2-9de5-fb29cfaf1647,:instance.status/success,,a,2940.0,2.0,dummy_job,1515483,finished
591c9805-1aa5-461e-b6b4-d998c912375b,40fe77c5-ce47-4dc0-ae1a-05b946870dc6,1495145193739,1495148973735,1495148973735,1495150323733,2,4696a9c8-fc9f-46b4-8a83-23b384f3f616,:instance.status/success,,b,2840.0,1.0,dummy_job,1322070,finished
